ID	Line	Day	Character	Character Art 1	Character Art 2	Character Art 3	Dialogue Type	Background	Next	Shortened Line 1	Next 2	Shortened Line 2	Music	Sound 1	Sound 2	Sound 3	Sound 4	Ambience	Notes
[D1O-59]	That’s pretty much everything I know. I came back here to see if I could get any clues about what happened to me.	Day 1	Omar	Omar_Bashful		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1I-14]				Default_Track					Electrical_Light_Ambience	
[D1I-14]	He stomps behind the counter.	Day 1		Omar_Sad		Iggy_Fuming	Physical	The_13th_Pizza	[D1I-15]				Default_Track					Electrical_Light_Ambience	
[D1I-15]	Is it so hard for you to tell me the truth?!	Day 1	Iggy_Bumdeez	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1O-60]				Default_Track					Electrical_Light_Ambience	
[D1O-60]	Ig, I am telling you the truth.	Day 1	Omar	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1I-16]				Default_Track					Electrical_Light_Ambience	
[D1I-16]	Whatever, man.	Day 1	Iggy_Bumdeez	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1O-61]				Default_Track					Electrical_Light_Ambience	
[D1O-61]	Iggy, please. You’ve got to believe me.	Day 1	Omar	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1O-62]				Default_Track					Electrical_Light_Ambience	
[D1O-62]	You said I’ve been gone for three weeks right? I don’t remember anything from that time! The last thing I remember is saying goodbye to you and Ms. Gin before I drove off to drop off the deliveries.	Day 1	Omar	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1O-63]				Default_Track					Electrical_Light_Ambience	
[D1O-63]	I fall to my knees in front of the counter and press my forehead against the dust-covered floor.	Day 1		Omar_Sad		Iggy_Fuming	Physical	The_13th_Pizza	[D1O-64]				Default_Track					Electrical_Light_Ambience	
[D1O-64]	Iggy, I’m begging you! I need you to believe me on this! I’m on my knees, man!	Day 1	Omar	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1I-17]				Default_Track					Electrical_Light_Ambience	
[D1I-17]	Iggy crosses his arms and grumbles. I can see the thoughts churning in his head, but whether he’ll believe me is still a coin toss.	Day 1		Omar_Sad		Iggy_Fuming	Physical	The_13th_Pizza	[D1-18]				Default_Track					Electrical_Light_Ambience	
[D1-18]	Ugh.	Day 1	Iggy_Bumdeez	Omar_Sad		Iggy_Fuming	Dialogue	The_13th_Pizza	[D1I-19]				Default_Track					Electrical_Light_Ambience	
[D1I-19]	He sighs into a relaxed smirk.	Day 1		Omar_Happy		Iggy_Neutral	Physical	The_13th_Pizza	[D1I-20]				Default_Track					Electrical_Light_Ambience	
[D1I-20]	I don’t know if I believe you, but I’ll play along cuz we’re bros. Just remember you owe me.	Day 1	Iggy_Bumdeez	Omar_Happy		Iggy_Neutral	Dialogue	The_13th_Pizza	[D1O-65]				Default_Track					Electrical_Light_Ambience	
[D1O-65]	Thank you, thank you, thank you!	Day 1	Omar	Omar_Happy		Iggy_Neutral	Dialogue	The_13th_Pizza	[D1O-66]				Default_Track					Electrical_Light_Ambience	
[D1O-66]	I tackled him with the tightest hug I could muster until I felt my arm start to pop out of place. Iggy shoved me off so he must not have noticed.	Day 1		Omar_Happy		Iggy_Excited	Physical	The_13th_Pizza	[D1I-21]				Default_Track					Electrical_Light_Ambience	
[D1I-21]	I know, I know, I’m pretty awesome. Come on.	Day 1	Iggy_Bumdeez	Omar_Happy		Iggy_Neutral	Dialogue	The_13th_Pizza	[D1O-67]				Default_Track					Electrical_Light_Ambience	
[D1O-67]	I follow him behind the register with a dumb grin on my face. It was like I’d never left.	Day 1		Omar_Happy		Iggy_Neutral	Physical	The_13th_Pizza	[D1O-68]				Default_Track					Electrical_Light_Ambience	
[D1O-68]	Alright, where’s our lovely manager?	Day 1	Omar	Omar_Neutral		Iggy_Neutral	Dialogue	The_13th_Pizza	[D1I-22]				Default_Track					Electrical_Light_Ambience	
[D1I-22]	Oh, Rudy called in sick today.	Day 1	Iggy_Bumdeez	Omar_Angry		Iggy_Neutral	Dialogue	The_13th_Pizza	[D1O-69]				Default_Track					Electrical_Light_Ambience	
[D1O-69]	The one day I actually want to see his face and he’s gone. Just my luck…	Day 1	Omar	Omar_Neutral		Iggy_Neutral	Dialogue	The_13th_Pizza	[D1G-1]				Default_Track					Electrical_Light_Ambience	
[D1G-1]	A kind-hearted old lady with a smile on her face and quarters jingling in her pocket walks up to the counter. I’m already smiling before I realize who it is.	Day 1		Omar_Happy	Iggy_Neutral	Gin_Smile	Physical	The_13th_Pizza	[D1O-70]				Default_Track	Door_Entry_Chime	Door_Open			Electrical_Light_Ambience	
[D1O-70]	Ms. Gin! How’s my favorite customer?	Day 1	Omar	Omar_Happy	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1G-2]				Default_Track					Electrical_Light_Ambience	
[D1G-2]	Her laugh is like a warm pie during Christmas. 	Day 1		Omar_Happy	Iggy_Neutral	Gin_Smile	Physical	The_13th_Pizza	[D1G-3]				Default_Track					Electrical_Light_Ambience	
[D1G-3]	Omar! I thought you quit and ran for the hills. It’s been ages since I’ve seen you!	Day 1	Ms_Gin	Omar_Happy	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-71]				Default_Track					Electrical_Light_Ambience	
[D1O-71]	I chuckle awkwardly. It doesn’t seem like a good idea to tell her I’ve just been dead for three weeks.	Day 1		Omar_Bashful	Iggy_Neutral	Gin_Smile	Physical	The_13th_Pizza	[D1O-72]				Default_Track					Electrical_Light_Ambience	
[D1O-72]	Just been feeling a bit under the weather. I bounce back pretty easy, ma’am!	Day 1	Omar	Omar_Bashful	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1G-4]				Default_Track					Electrical_Light_Ambience	
[D1G-4]	I hope so dear. You look a few steps from death still! Maybe another few days off would have done you some extra good.	Day 1	Ms_Gin	Omar_Happy	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-73]				Default_Track					Electrical_Light_Ambience	
[D1O-73]	Thanks for the concern, ma’am. Trust me, I’ll be fine!	Day 1	Omar	Omar_Happy	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-74]				Default_Track					Electrical_Light_Ambience	
[D1O-74]	I hope at least.	Day 1	Omar	Omar_Sad	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1G-5]				Default_Track					Electrical_Light_Ambience	
[D1G-5]	Ms. Gin stares into my face the way only a mother could give when she’s looking to see if there is anything wrong with you.	Day 1		Omar_Confused	Iggy_Neutral	Gin_Smile	Physical	The_13th_Pizza	[D1O-75]				Default_Track					Electrical_Light_Ambience	
[D1O-75]	Uh… You’re kind of freaking me out, Ms. Gin.	Day 1	Omar	Omar_Confused	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1G-6]				Default_Track					Electrical_Light_Ambience	
[D1G-6]	Sorry, Omar. I just feel like something is different about you. Are you doing something different with your hair?	Day 1	Ms_Gin	Omar_Bashful	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1I-23]				Default_Track					Electrical_Light_Ambience	
[D1I-23]	OOOOOOH!!!	Day 1	Iggy_Bumdeez	Omar_Bashful	Iggy_Excited	Gin_Smile	Dialogue	The_13th_Pizza	[D1I-24]				Default_Track					Electrical_Light_Ambience	
[D1I-24]	She’s on your head, Mar-Mar.	Day 1	Iggy_Bumdeez	Omar_Neutral	Iggy_Excited	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-76]				Default_Track					Electrical_Light_Ambience	
[D1O-76]	Oh, hush. I’m still me and that’s all that matters. 	Day 1	Omar	Omar_Neutral	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-77]				Default_Track					Electrical_Light_Ambience	
[D1O-77]	You came here for the usual, Ms. G?	Day 1	Omar	Omar_Happy	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-78]				Default_Track					Electrical_Light_Ambience	
[D1O-78]	Just as I slide her over an empty small cup the eighty-five cents in her pocket are already on the counter.	Day 1		Omar_Happy	Iggy_Neutral	Gin_Smile	Physical	The_13th_Pizza	[D1G-7]				Default_Track					Electrical_Light_Ambience	
[D1G-7]	Thank you, dear. You know when you told me you were heading over to The Woodsboro Apartments I thought you’d never come back.	Day 1	Ms_Gin	Omar_Happy	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-79]				Default_Track					Electrical_Light_Ambience	
[D1O-79]	My eyes shoot up from the cash register as I shove it closed.	Day 1		Omar_Shocked	Iggy_Neutral	Gin_Smile	Physical	The_13th_Pizza	[D1O-80]				Default_Track					Electrical_Light_Ambience	
[D1O-80]	The Woodsboro Apartments? The place where security never sleeps?	Day 1	Omar	Omar_Shocked	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1G-8]				Default_Track					Electrical_Light_Ambience	
[D1G-8]	Something like that. It's quite a stuffy-looking place to me. You were handling deliveries there if my memory serves me right.	Day 1	Ms_Gin	Omar_Neutral	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1I-25]				Default_Track					Electrical_Light_Ambience	
[D1I-25]	Oh! Hey, since you’re not dead in a ditch somewhere that reminds me. You’re on schedule tonight, dude.	Day 1	Iggy_Bumdeez	Omar_Neutral	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-81]				Default_Track					Electrical_Light_Ambience	
[D1O-81]	Of course, I am…	Day 1	Omar	Omar_Sad	Iggy_Neutral	Gin_Smile	Dialogue	The_13th_Pizza	[D1O-82]				Default_Track					Electrical_Light_Ambience	
[D1O-82]	It was hard to report to work as usual as if I’m not a zombie. There was something very normal about the mundanity of the shift. I get a pizza, I deliver, I pray I get a tip, and repeat.	Day 1					Physical	Black_screen	[D1O-83]				Default_Track					Nighttime_Ambience	
[D1O-83]	The next few hours had me looking at the rest of my day as a stopwatch, and I was counting down the minutes until I could take my break and head over to Woodsboro Apartments.	Day 1					Physical	Black_screen	[D1O-84]				Default_Track	Car_Parking				Nighttime_Ambience	
[D1O-84]	I had told Iggy that I’d be taking a break at my usual spot before I left, and, as usual, he handed me a 10-inch slasher special pizza. They’re sweet. It’s usually a pizza I’d get to eat on break if I was in the mood for one.	Day 1			ClosedPizza_Item		Physical	Inside_Car	[D1O-85]				Default_Track					Nighttime_Ambience	
[D1O-85]	I open the pizza box to get a good whiff of the saucy goodness I’m usually happy to breathe in.	Day 1			OpenPizza_Item		Physical	Inside_Car	[D1O-86]				Default_Track					Nighttime_Ambience	
[D1O-86]	Nothing.	Day 1			OpenPizza_Item		Physical	Inside_Car	[D1O-87]				Default_Track					Nighttime_Ambience	
[D1O-87]	Even the smell of greasy cheap pizza didn’t stir me. If I had an appetite for anything it's not for pizza anymore. 	Day 1			OpenPizza_Item		Physical	Inside_Car	[D1O-88]				Default_Track					Nighttime_Ambience	
[D1O-88]	The next few hours had me looking at the rest of my day as a stopwatch, and I was counting down the minutes until I could take my break and head over to Woodsboro Apartments. My complimentary pizza still rested on the back seat of my car as I pulled up to the gate.	Day 1					Physical	Inside_Car	[D1O-89]				Default_Track					Nighttime_Ambience	
[D1O-89]	I reach into the backseat and grab the mystery blanket I woke up with. Somehow it still feels rather cozy.	Day 1			UnfoldedBlanket_Item		Physical	Inside_Car	[D1O-90]				Default_Track					Nighttime_Ambience	
[D1O-90]	Alright, back here again…	Day 1	Omar	Omar_Neutral			Dialogue	Outside_Apartment	[D1SG-46]				Default_Track					Nighttime_Ambience	
[D1SG-46]	Well, I could’ve told you that much dear.	Day 1	Spooky_Grimmother	Omar_Shocked		SG_Smirking	Dialogue	Outside_Apartment	[D1O-91]				Default_Track	Sparkle				Nighttime_Ambience	
[D1O-91]	Ah!	Day 1	Omar	Omar_Shocked		SG_Smirking	Dialogue	Outside_Apartment	[D1O-92]				Default_Track					Nighttime_Ambience	
[D1O-92]	I jump out of my skin and let out a harsh breath through my nose to calm myself down.	Day 1		Omar_Shocked		SG_Smirking	Physical	Outside_Apartment	[D1O-93]				Default_Track					Nighttime_Ambience	
[D1O-93]	Please stop doing that-- sparkle thing!	Day 1	Omar	Omar_Shocked		SG_Smirking	Dialogue	Outside_Apartment	[D1SG-47]				Default_Track					Nighttime_Ambience	
[D1SG-47]	I’m sorry, next time I’ll make sure I poof in a glorious display of hellfire and the screams of the damned.	Day 1	Spooky_Grimmother	Omar_Neutral		SG_Annoyed	Dialogue	Outside_Apartment	[D1O-94]				Default_Track					Nighttime_Ambience	
[D1O-94]	I narrow my eyes at her as sarcasm drips from her voice. My attention moves toward the apartment registry.	Day 1		Omar_Neutral		SG_Neutral	Physical	Outside_Apartment	[D1O-95]				Default_Track					Nighttime_Ambience	
[D1O-95]	Alright, Ms. Gin said this was the last place I was heading to make a delivery. I’m betting the killer lives in this apartment complex. Since I only have this blanket, I might as well make it worth it.	Day 1	Omar	Omar_Neutral		SG_Neutral	Dialogue	Outside_Apartment	[D1O-96]				Default_Track					Nighttime_Ambience	
[D1O-96]	Maybe the initials on the blanket are the same as someone on the registry. If I find the right person then I can just say I’m returning the blanket and they’ll let me in. Best case scenario they can tell me about how I died.	Day 1	Omar	Omar_Neutral	FoldedBlanket_Item	SG_Smirking	Dialogue	Outside_Apartment	[D1SG-48]				Default_Track					Nighttime_Ambience	
[D1SG-48]	I don’t know, I’d tell you to leave it downstairs if someone tried to do that for me.	Day 1	Spooky_Grimmother	Omar_Neutral		SG_Smirking	Dialogue	Outside_Apartment	[D1O-97]				Default_Track					Nighttime_Ambience	
[D1O-97]	I’m ignoring you now.	Day 1	Omar	Omar_Angry		SG_Neutral	Dialogue	Outside_Apartment	[D1O-98]				Default_Track					Nighttime_Ambience	
[D1O-98]	I huff as I press the down arrow until I make it towards the L names.	Day 1		Omar_Neutral		SG_Neutral	Physical	Outside_Apartment	[D1O-99]				Default_Track					Nighttime_Ambience	
[D1O-99]	Only two L.C.’s? L. Coner and L. Cloverfield. I’ll have to make a guess here.	Day 1	Omar	Omar_Neutral		SG_Neutral	Dialogue	Outside_Apartment	[D1O-99a]				Default_Track					Nighttime_Ambience	
[D1O-99a]		Day 1		Omar_Neutral		SG_Neutral	Dialogue	Outside_Apartment	[D1C4-1]	L. Coner	[D1C4-2]	L. Cloverfield	Default_Track					Nighttime_Ambience	
[D1C4-1]	A feminine sing-songy voice comes through the intercom’s static.	Day 1		Omar_Shocked		SG_Confused	Physical	Outside_Apartment	[D1LC-1]				Default_Track	Intercom_Buzz				Nighttime_Ambience	
[D1LC-1]	Hello~	Day 1	Leah_Coner	Omar_Shocked		SG_Confused	Dialogue	Outside_Apartment	[D1O-100]				Default_Track	Door_Open				Nighttime_Ambience	
[D1O-100]	Uh, hi! I’m Omar. I’m with The 13th Pizza. I think I have your blanket. It’s blue and it has your initials on it.	Day 1	Omar	Omar_Bashful		SG_Smirking	Dialogue	Outside_Apartment	[D1LC-2]				Default_Track					Nighttime_Ambience	
[D1LC-2]	Oh, my blanket! Explains why you were sleeping next to the pizza delivery car.	Day 1	Leah_Coner	Omar_Bashful		SG_Smirking	Dialogue	Outside_Apartment	[D1O-101]				Default_Track					Nighttime_Ambience	
[D1O-101]	Her voice, and the laugh that followed it, tickle my heart and guide a laugh of my own from underneath my focus.	Day 1		Omar_Bashful		SG_Smirking	Physical	Outside_Apartment	[D1O-102]				Default_Track					Nighttime_Ambience	
[D1O-102]	I uh… Yeah, I really appreciated it. I appreciate it so much that I wanted to come by and give it back to you. Ha ha…	Day 1	Omar	Omar_Bashful		SG_Smirking	Dialogue	Outside_Apartment	[D1LC-3]				Default_Track					Nighttime_Ambience	
[D1LC-3]	Oh, that’s super nice of you! As long as you’re not some murder hobo with a knife I guess I can accept that as you actually wanting to buzz you in.	Day 1	Leah_Coner	Omar_Bashful		SG_Smirking	Dialogue	Outside_Apartment	[D1LC-4]				Default_Track					Nighttime_Ambience	
[D1LC-4]	Come on through. I’m on the second floor of apartment 418.	Day 1	Leah_Coner	Omar_Happy		SG_Smirking	Dialogue	Outside_Apartment	[D1O-109]				Default_Track					Nighttime_Ambience	
[D1C4-2]	Like gravel sliding down a chalkboard, a voice pushes past the static. 	Day 1		Omar_Shocked		SG_Shocked	Physical	Outside_Apartment	[D1GM-1]				Default_Track	Intercom_Buzz				Nighttime_Ambience	
[D1GM-1]	What do you want?	Day 1	Grumpy_Old_Man	Omar_Shocked		SG_Neutral	Dialogue	Outside_Apartment	[D1O-103]				Default_Track					Nighttime_Ambience	
[D1O-103]	Um… I want to return a blanket?	Day 1	Omar	Omar_Neutral		SG_Neutral	Dialogue	Outside_Apartment	[D1GM-2]				Default_Track					Nighttime_Ambience	
[D1GM-2]	I ain’t got no blanket.	Day 1	Grumpy_Old_Man	Omar_Neutral		SG_Neutral	Dialogue	Outside_Apartment	[D1O-104]				Default_Track					Nighttime_Ambience	
[D1O-104]	Well, sir, I have a blanket here that has the initials L.C. on it and I’m just trying to return it.	Day 1	Omar	Omar_Neutral		SG_Neutral	Dialogue	Outside_Apartment	[D1GM-3]				Default_Track					Nighttime_Ambience	
[D1GM-3]	I’m not interested in whatever you’re selling! You already got my social security number!	Day 1	Grumpy_Old_Man	Omar_Neutral		SG_Annoyed	Dialogue	Outside_Apartment	[D1O-105]				Default_Track					Nighttime_Ambience	
[D1O-105]	Sir, I’m just trying to return--	Day 1	Omar	Omar_Neutral		SG_Annoyed	Dialogue	Outside_Apartment	[D1O-106]				Default_Track					Nighttime_Ambience	
[D1O-106]	No answer. I shift uncomfortably.	Day 1		Omar_Confused		SG_Annoyed	Physical	Outside_Apartment	[D1O-107]				Default_Track					Nighttime_Ambience	
[D1O-107]	…Hello?	Day 1	Omar	Omar_Confused		SG_Neutral	Dialogue	Outside_Apartment	[D1O-108]				Default_Track					Nighttime_Ambience	
[D1O-108]	<i>Hope he gets that social security problem fixed. I pray the other person happened to have left a blanket out in a parking lot somewhere.</i>	Day 1		Omar_Neutral		SG_Neutral	Internal	Outside_Apartment	[D1O-108a]				Default_Track					Nighttime_Ambience	
[D1O-108a]		Day 1		Omar_Neutral		SG_Neutral	Internal	Outside_Apartment	[D1C4-1]				Default_Track						
[D1O-109]	After the intercom buzzes, the gears in the gate whirl, and eventually open enough for me to pass through, I end up finding her apartment once I scale the stairs to the second floor. With my pizza in one hand and the blanket in the other, I give the door a few soft knocks.	Day 1		Omar_Bashful			Physical	Apartment_Hallway	[D1O-110]				Default_Track					Nighttime_Ambience	Redo line in post jam update
[D1O-110]	Ms. Coner? It’s Omar with The 13th Pizza.	Day 1	Omar	Omar_Bashful			Dialogue	Apartment_Hallway	[D1LC-5]				Default_Track					Nighttime_Ambience	
[D1LC-5]	Coming!	Day 1	Leah_Coner	Omar_Bashful			Dialogue	Apartment_Hallway	[D1O-111]				Default_Track					Nighttime_Ambience	
[D1O-111]	The apartment door swings wide open and I finally put a face to the most memorable voice I’d ever heard. 	Day 1		Omar_Bashful			Physical	Apartment_Hallway	[D1LC-6]				Default_Track					Nighttime_Ambience	
[D1LC-6]	Nice to finally see you again, Omar.	Day 1	Leah_Coner	Omar_Bashful		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-7]				Default_Track					Nighttime_Ambience	
[D1LC-7]	Also, you can just call me Leah.	Day 1	Leah_Coner	Omar_Bashful		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-112]				Default_Track					Nighttime_Ambience	
[D1O-112]	Pleasure to finally meet you. Er, sorry if I’m interrupting your evening.	Day 1	Omar	Omar_Bashful		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-8]				Default_Track					Nighttime_Ambience	
[D1LC-8]	Oh, it's no problem. This is the most excitement I’ve had in weeks. I’ve been having a zombie movie marathon for myself before Halloween.	Day 1	Leah_Coner	Omar_Neutral		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-113]				Default_Track					Nighttime_Ambience	
[D1O-113]	<i>Talk about irony…</i>	Day 1		Omar_Neutral		Leah_Smile	Internal	Apartment_Hallway	[D1O-114]				Default_Track					Nighttime_Ambience	
[D1O-114]	Oh, that’s really neat. What’s your favorite zombie movie?	Day 1	Omar	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-9]				Default_Track					Nighttime_Ambience	
[D1LC-9]	Definitely Plane to Daegu.	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-115]				Default_Track					Nighttime_Ambience	
[D1O-115]	Oh, good taste.	Day 1	Omar	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-116]				Default_Track					Nighttime_Ambience	
[D1O-116]	We stand there for a moment, smiling in the silence of a first impression, before I break it like an idiot by shoving her blanket towards her.	Day 1		Omar_Happy		Leah_Smile	Physical	Apartment_Hallway	[D1LC-10]				Default_Track					Nighttime_Ambience	
[D1LC-10]	Oh, I almost forgot about that. Hehe!	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-117]				Default_Track					Nighttime_Ambience	
[D1O-117]	I wouldn’t let myself go unless you got it back. It’s a really cool blanket by the way. It was really nice waking up to it.	Day 1	Omar	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-11]				Default_Track					Nighttime_Ambience	
[D1LC-11]	I had knitted it myself! Anything I make always has my initials on it somewhere in case I lose it.	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-118]				Default_Track					Nighttime_Ambience	
[D1O-118]	I get comfortable by leaning against the doorframe as Leah reaches behind her door to show me more things she’s made by hand. Gloves, sweaters, and even some skull caps come and go from view before she shrugs.	Day 1		Omar_Happy		Leah_Smile	Physical	Apartment_Hallway	[D1LC-12]				Default_Track					Nighttime_Ambience	
[D1LC-12]	With the little time I do have on my hands, I like to make the most of it.	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-119				Default_Track					Nighttime_Ambience	
[D1O-119	So why’d you waste your time putting a blanket over a stranger like me?	Day 1	Omar	Omar_Confused		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-13]				Default_Track					Nighttime_Ambience	
[D1LC-13]	I wouldn’t call it a waste at all. I saw somebody who looked cold so I gave them a way to warm up. Who better to give a blanket to than a sleeping homeless guy?	Day 1	Leah_Coner	Omar_Neutral		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-120]				Default_Track					Nighttime_Ambience	
[D1O-120]	Not me looking homeless…	Day 1	Omar	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-14]				Default_Track					Nighttime_Ambience	
[D1LC-14]	Oh! I’m sorry I didn’t mean-- it’s just I don’t know many people who just decide to fall asleep next to their car. What were you doing asleep anyway?	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-121]				Default_Track					Nighttime_Ambience	
[D1O-121]	I’m actually trying to figure that out. The past three weeks have been kind of a blur. I’ve been trying to retrace my steps all day.	Day 1	Omar	Omar_Neutral		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-122]				Default_Track					Nighttime_Ambience	
[D1O-122]	You wouldn’t happen to remember somebody from The 13th Pizza delivering here around that time would you?	Day 1	Omar	Omar_Neutral		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-15]				Default_Track					Nighttime_Ambience	
[D1LC-15]	Well, I know the people above me always order pizza from you guys.	Day 1	Leah_Coner	Omar_Neutral		Leah_Confused	Dialogue	Apartment_Hallway	[D1LC-16]				Default_Track					Nighttime_Ambience	
[D1LC-16]	Come to think of it, there was a pretty bad argument between a delivery guy and one of the tenants up there. I didn’t see who since it wasn’t any of my business, you know?	Day 1	Leah_Coner	Omar_Neutral		Leah_Confused	Dialogue	Apartment_Hallway	[D1O-123]				Default_Track					Nighttime_Ambience	
[D1O-123]	I nodded along as my eyes looked down, lingering on the pizza in my hand. 	Day 1		Omar_Neutral		Leah_Smile	Physical	Apartment_Hallway	[D1O-124]				Default_Track					Nighttime_Ambience	
[D1O-124]	Totally understand. If I was in your shoes around that time, I would’ve done the same thing. Hey, I was wondering, did you maybe want this-	Day 1	Omar	Omar_Bashful		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-125]				Default_Track					Nighttime_Ambience	
[D1O-125]	From my pocket, the stopwatch on my phone plays the opening notes of Danse Macabre. 	Day 1	Omar	Omar_Shocked		Leah_Smile	Physical	Apartment_Hallway	[D1O-126]				Default_Track					Nighttime_Ambience	
[D1O-126]	Oh crap, my break is almost over!	Day 1	Omar	Omar_Shocked		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-127]				Default_Track					Nighttime_Ambience	
[D1O-127]	<i>An idea pops into my head. I feel as if I have to thank her for her help in some way.</i>	Day 1	Omar	Omar_Neutral		Leah_Smile	Internal	Apartment_Hallway	[D1O-127a]				Default_Track					Nighttime_Ambience	
[D1O-127a]		Day 1		Omar_Neutral		Leah_Smile	Internal	Apartment_Hallway	[D1C5-1]	Do you like pizza?	[D1C5-2]	I gotta go!	Default_Track					Nighttime_Ambience	
[D1C5-1]	Uh, who doesn’t?	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-128]				Default_Track					Nighttime_Ambience	
[D1O-128]	I pull out the pizza from the bag it was nestled in.	Day 1		Omar_Happy		Leah_Confused	Physical	Apartment_Hallway	[D1O-129]				Default_Track					Nighttime_Ambience	
[D1O-129]	Here, it's a 10-inch slasher special pizza.	Day 1	Omar	Omar_Happy		Leah_Confused	Dialogue	Apartment_Hallway	[D1LC-17]				Default_Track					Nighttime_Ambience	
[D1LC-17]	Oh, but I didn’t order--!	Day 1	Leah_Coner	Omar_Happy		Leah_Confused	Dialogue	Apartment_Hallway	[D1O-130]				Default_Track					Nighttime_Ambience	
[D1O-130]	Without a second thought, I shove the pizza box into Leah’s hands and dashed to the stairs.	Day 1	Omar	Omar_Happy		Leah_Confused	Dialogue	Apartment_Hallway	[D1O-131]				Default_Track					Nighttime_Ambience	
[D1O-131]	Thanks for your help, Leah! I’ll talk to you later! Enjoy the pizza! The cheese is also under the sauce!	Day 1	Omar	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-18]				Default_Track					Nighttime_Ambience	
[D1LC-18]	Oh, okay! Let’s hang out sometimes! I’m free next Friday!	Day 1	Leah_Coner	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-132]				Default_Track					Nighttime_Ambience	
[D1O-132]	I’d like that a lot!	Day 1	Omar	Omar_Happy		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-134]				Default_Track					Nighttime_Ambience	
[D1C5-2]	Sorry, Leah! I gotta go! It was nice meeting you!	Day 1	Omar	Omar_Shocked		Leah_Smile	Dialogue	Apartment_Hallway	[D1LC-19]				Default_Track					Nighttime_Ambience	
[D1LC-19]	Nice meeting you too! Glad I could help!	Day 1	Leah_Coner	Omar_Shocked		Leah_Smile	Dialogue	Apartment_Hallway	[D1O-133]				Default_Track					Nighttime_Ambience	
[D1O-133]	I bolt for the stairs and instinctively toss the pizza I had in hand. Any other time I probably would have thought of that as a waste, but now isn’t the time for thinking.	Day 1		Omar_Shocked			Physical	Apartment_Hallway	[D1O-134]				Default_Track					Nighttime_Ambience	
[D1O-134]	My hands had already grabbed onto the railing before my feet could touch the stairs. Bad reviews were something I could deal with, but I wouldn’t live to even <b>SEE</b> Halloween night if Iggy had to deal with me being late again.	Day 1		Omar_Shocked			Physical	Apartment_Hallway	[D1O-135]				Default_Track					Nighttime_Ambience	
